laneID,tLinkID,time,speed,dis,RVID
34713,162,185.4,11.538,-1,159
34711,162,185.8,15,-1,160
34712,162,186.28,12.5,-1,161
34712,162,194.16,13.636,-1,162
34712,162,196.88,16.667,-1,163
34711,162,197.24,30,-1,164
34713,162,197.28,16.667,-1,165
34712,162,197.8,18.75,-1,166
34712,162,207.48,10,-1,167
34713,162,208.64,18.75,-1,168
34712,162,213.04,15,-1,169
34712,162,215.12,21.429,-1,170
34711,162,215.4,25,-1,171
34713,162,216.76,18.75,-1,172
34712,162,218.12,30,-1,173
34711,162,218.68,13.636,-1,174
34713,162,219.4,37.5,-1,175
34713,162,220.36,21.429,-1,176
34712,162,221.2,21.429,-1,177
34711,162,221.72,18.75,-1,178
34712,162,222.56,5,-1,179
34713,162,222.84,21.429,-1,180
34712,162,223.52,25,-1,181
34713,162,223.72,18.75,-1,182
34711,162,224.96,21.429,-1,183
34713,162,227.2,16.667,-1,184
34712,162,228.08,18.75,-1,185
34713,162,231.6,15,-1,186
34712,162,233.04,75,-1,187
34713,162,235.08,25,-1,188
34712,162,235.36,25,-1,189
34712,162,236.08,16.667,-1,190
34711,162,237.84,25,-1,191
34712,162,238.04,15,-1,192
34713,162,238.2,13.636,-1,193
34711,162,239.28,25,-1,194
34713,162,239.96,18.75,-1,195
34712,162,240.16,16.667,-1,196
34713,162,240.72,18.75,-1,197
34712,162,242.56,16.667,-1,198
34713,162,243.6,13.636,-1,199
34711,162,244.68,13.636,-1,200
34712,162,244.72,16.667,-1,201
34712,162,245.44,15,-1,202
34711,162,246,18.75,-1,203
34711,162,247.2,12.5,-1,204
34713,162,249.36,13.636,-1,205
34712,162,249.84,30,-1,206
34712,162,251.64,15,-1,207
34713,162,252.56,21.429,-1,208
34712,162,254.08,11.538,-1,209
34713,162,255.52,18.75,-1,210
34711,162,256.04,16.667,-1,211
34712,162,256.44,18.75,-1,212
34713,162,257.08,16.667,-1,213
34712,162,258.08,18.75,-1,214
34711,162,259.08,13.636,-1,215
34712,162,259.4,15,-1,216
34713,162,260.28,50,-1,217
34711,162,260.92,18.75,-1,218
34711,162,262.36,13.636,-1,219
34712,162,263.56,12.5,-1,220
34713,162,263.72,15,-1,221
34713,162,264.84,15,-1,222
34711,162,265.16,15,-1,223
34712,162,266.72,21.429,-1,224
34711,162,267,25,-1,225
34712,162,267.92,10,-1,226
34713,162,268.04,13.636,-1,227
34713,162,268.72,16.667,-1,228
34711,162,269.12,18.75,-1,229
34711,162,269.92,10.714,-1,230
34712,162,271.84,30,-1,231
34713,162,272,18.75,-1,232
34713,162,273.8,16.667,-1,233
34712,162,275.08,50,-1,234
34711,162,275.48,50,-1,235
34713,162,276.76,21.429,-1,236
34712,162,277.4,16.667,-1,237
34711,162,277.84,18.75,-1,238
34711,162,279.72,15,-1,239
34712,162,279.8,21.429,-1,240
34713,162,283,15,-1,241
34712,162,283.4,10.714,-1,242
34711,162,283.72,15,-1,243
34712,162,287.76,18.75,-1,244
34711,162,288.08,30,-1,245
34712,162,290.08,37.5,-1,246
34712,162,291.32,11.538,-1,247
34713,162,291.6,21.429,-1,248
34711,162,298.08,16.667,-1,249
34713,162,298.36,15,-1,250
34711,162,299.12,18.75,-1,251
34712,162,299.32,10.714,-1,252
34713,162,300.48,21.429,-1,253
34713,162,303.72,15,-1,254
34711,162,305.88,13.636,-1,255
34712,162,311.6,10.714,-1,256
34713,162,311.64,25,-1,257
34712,162,316.6,12.5,-1,258
34711,162,322.68,21.429,-1,259
34712,162,323,10.714,-1,260
34713,162,323.48,12.5,-1,261
34712,162,324.52,18.75,-1,262
34713,162,328.48,13.636,-1,263
34712,162,330.96,12.5,-1,264
34713,162,332.56,15,-1,265
34711,162,334.92,21.429,-1,266
34713,162,335.24,13.636,-1,267
34712,162,344.08,15,-1,268
34713,162,345.28,13.636,-1,269
34711,162,347.96,16.667,-1,270
34712,162,349.36,21.429,-1,271
34713,162,349.48,16.667,-1,272
34711,162,351.08,30,-1,273
34712,162,351.56,21.429,-1,274
34713,162,351.64,37.5,-1,275
34713,162,352.6,21.429,-1,276
34713,162,361.88,21.429,-1,277
34712,162,363.04,10.714,-1,278
34711,162,363.6,9.375,-1,279
34713,162,363.8,25,-1,280
34711,162,364.8,15,-1,281
34712,162,366,12.5,-1,282
34713,162,366.24,13.636,-1,283
34712,162,367.36,15,-1,284
34711,162,367.52,12.5,-1,285
34711,162,368.96,13.636,-1,286
34713,162,369.2,15,-1,287
34711,162,369.84,15,-1,288
34713,162,370.32,10.714,-1,289
34712,162,370.48,16.667,-1,290
34711,162,370.84,15,-1,291
34711,162,373.92,16.667,-1,292
34712,162,374.12,13.636,-1,293
34713,162,375.12,15,-1,294
34712,162,375.8,12.5,-1,295
34711,162,376,12.5,-1,296
34711,162,377.96,12.5,-1,297
34713,162,380.8,13.636,-1,298
34712,162,380.96,18.75,-1,299
34711,162,382.72,16.667,-1,300
34713,162,386.44,15,-1,301
34712,162,386.48,15,-1,302
34712,162,390.4,18.75,-1,303
34713,162,390.6,18.75,-1,304
34711,162,391,16.667,-1,305
34712,162,393.12,16.667,-1,306
34711,162,395.2,21.429,-1,307
34712,162,396.96,15,-1,308
34711,162,397.48,15,-1,309
34712,162,400.16,8.8235,-1,310
34711,162,401.28,25,-1,311
34713,162,404.2,16.667,-1,312
34711,162,404.96,15,-1,313
34712,162,406.28,13.636,-1,314
34713,162,406.8,12.5,-1,315
34711,162,407.12,16.667,-1,316
34712,162,407.4,16.667,-1,317
34713,162,408.08,37.5,-1,318
34711,162,408.68,25,-1,319
34713,162,409.04,21.429,-1,320
34712,162,409.24,15,-1,321
34713,162,410.36,30,-1,322
34713,162,411.44,16.667,-1,323
34712,162,412.4,21.429,-1,324
34712,162,413.52,15,-1,325
34712,162,414.92,13.636,-1,326
34713,162,415.52,25,-1,327
34711,162,416.04,25,-1,328
34713,162,417.72,18.75,-1,329
34712,162,418.48,18.75,-1,330
34711,162,420.36,15,-1,331
34712,162,421.08,10.714,-1,332
34712,162,423.6,25,-1,333
34713,162,424.24,13.636,-1,334
34712,162,427.4,15,-1,335
34712,162,429.76,16.667,-1,336
34711,162,430.2,16.667,-1,337
34713,162,433.96,15,-1,338
34712,162,434.24,15,-1,339
34713,162,441.92,16.667,-1,340
34712,162,443.16,13.636,-1,341
34713,162,443.44,18.75,-1,342
34712,162,446.4,15,-1,343
34713,162,446.6,16.667,-1,344
34711,162,449.76,18.75,-1,345
34712,162,454.16,16.667,-1,346
34713,162,454.88,16.667,-1,347
34711,162,455.12,21.429,-1,348
34712,162,457.4,30,-1,349
34713,162,458.2,18.75,-1,350
34711,162,459.2,15,-1,351
34712,162,464.24,16.667,-1,352
34712,162,466.48,21.429,-1,353
34713,162,468.24,16.667,-1,354
34711,162,469.6,16.667,-1,355
34713,162,469.84,16.667,-1,356
34712,162,470.16,25,-1,357
34711,162,471.72,21.429,-1,358
34713,162,473.08,25,-1,359
34712,162,473.6,11.538,-1,360
34711,162,473.64,21.429,-1,361
34713,162,476.32,13.636,-1,362
34712,162,477.68,16.667,-1,363
34713,162,481.36,21.429,-1,364
34712,162,481.76,21.429,-1,365
34713,162,482.04,16.667,-1,366
34713,162,484.16,16.667,-1,367
34713,162,488.16,15,-1,368
34712,162,488.2,25,-1,369
34712,162,490.6,16.667,-1,370
34713,162,491.28,18.75,-1,371
34712,162,491.88,5.7692,-1,372
34712,162,492.6,18.75,-1,373
34713,162,494.76,18.75,-1,374
34712,162,495.36,21.429,-1,375
34712,162,496.68,21.429,-1,376
34711,162,497.08,8.8235,-1,377
34712,162,497.6,13.636,-1,378
34713,162,497.96,16.667,-1,379
34712,162,499.72,15,-1,380
34713,162,500.24,15,-1,381
34712,162,500.88,18.75,-1,382
34711,162,501.6,15,-1,383
34712,162,501.92,13.636,-1,384
34713,162,502.36,16.667,-1,385
34711,162,502.84,15,-1,386
34712,162,504.08,13.636,-1,387
34713,162,504.44,16.667,-1,388
34711,162,505.36,12.5,-1,389
34713,162,506.2,15,-1,390
34711,162,506.24,13.636,-1,391
34712,162,506.28,16.667,-1,392
34712,162,507.64,11.538,-1,393
34713,162,507.84,21.429,-1,394
34711,162,508.32,16.667,-1,395
34713,162,509.24,15,-1,396
34712,162,509.28,15,-1,397
34711,162,510.88,12.5,-1,398
34711,162,514.04,15,-1,399
34712,162,514.32,16.667,-1,400
34713,162,515.36,11.538,-1,401
34712,162,515.72,12.5,-1,402
34712,162,516.76,13.636,-1,403
34711,162,517.6,15,-1,404
34711,162,518.6,13.636,-1,405
34713,162,518.84,15,-1,406
34712,162,519.08,13.636,-1,407
34713,162,520.88,13.636,-1,408
34712,162,522.8,11.538,-1,409
34713,162,523.56,21.429,-1,410
34711,162,525.56,16.667,-1,411
34712,162,527.88,16.667,-1,412
34711,162,530.16,16.667,-1,413
34712,162,531.44,16.667,-1,414
34712,162,532.96,21.429,-1,415
34713,162,533.76,18.75,-1,416
34712,162,535.52,16.667,-1,417
34712,162,537.92,15,-1,418
34713,162,540.8,21.429,-1,419
34712,162,541.32,12.5,-1,420
34713,162,543.48,15,-1,421
34712,162,544.44,25,-1,422
34713,162,545.4,16.667,-1,423
34711,162,548.84,11.538,-1,424
34712,162,549.04,21.429,-1,425
34712,162,552.88,15,-1,426
34713,162,553.72,18.75,-1,427
34711,162,554.08,13.636,-1,428
34713,162,555.4,13.636,-1,429
34711,162,556.08,16.667,-1,430
34712,162,556.96,30,-1,431
34712,162,558.84,15,-1,432
34712,162,560.68,21.429,-1,433
34711,162,564.04,15,-1,434
34713,162,564.76,12.5,-1,435
34712,162,565.16,16.667,-1,436
34712,162,568.48,13.636,-1,437
34711,162,570.4,13.636,-1,438
34712,162,571.84,18.75,-1,439
34712,162,574.12,11.538,-1,440
34713,162,574.84,13.636,-1,441
34712,162,575.8,15,-1,442
34711,162,576,15,-1,443
34712,162,579.6,12.5,-1,444
34711,162,580.88,9.375,-1,445
34712,162,581.52,18.75,-1,446
34712,162,584.64,12.5,-1,447
34713,162,586.12,15,-1,448
34712,162,586.72,21.429,-1,449
34711,162,587.28,15,-1,450
34713,162,587.64,21.429,-1,451
34712,162,589.56,13.636,-1,452
34713,162,589.76,12.5,-1,453
34711,162,590.28,13.636,-1,454
34713,162,590.68,11.538,-1,455
34711,162,592.76,11.538,-1,456
34713,162,593.04,12.5,-1,457
34712,162,594.72,15,-1,458
34713,162,595.2,12.5,-1,459
34712,162,595.6,11.538,-1,460
34711,162,595.64,21.429,-1,461
34713,162,597.28,8.8235,-1,462
34711,162,597.48,16.667,-1,463
34712,162,597.72,16.667,-1,464
34712,162,600.28,13.636,-1,465
34711,162,600.6,18.75,-1,466
34713,162,601.28,15,-1,467
34712,162,602.28,16.667,-1,468
34713,162,603.88,15,-1,469
34711,162,604.64,21.429,-1,470
34711,162,608.68,25,-1,471
34712,162,609.96,18.75,-1,472
34712,162,612.2,15,-1,473
34713,162,612.6,18.75,-1,474
34713,162,613.16,21.429,-1,475
34713,162,615.08,12.5,-1,476
34712,162,617.08,13.636,-1,477
34712,162,619.08,12.5,-1,478
34712,162,620.56,18.75,-1,479
34712,162,621.72,15,-1,480
34713,162,622.96,12.5,-1,481
34712,162,623.8,15,-1,482
34711,162,624,12.5,-1,483
34712,162,624.68,8.8235,-1,484
34713,162,624.88,18.75,-1,485
34711,162,625.08,13.636,-1,486
34712,162,625.64,11.538,-1,487
34711,162,626.2,12.5,-1,488
34713,162,626.72,11.538,-1,489
34712,162,627.04,12.5,-1,490
34711,162,627.08,12.5,-1,491
34711,162,628.32,12.5,-1,492
34712,162,630.36,16.667,-1,493
34711,162,630.4,16.667,-1,494
34711,162,631.6,11.538,-1,495
34712,162,631.84,18.75,-1,496
34713,162,632.12,16.667,-1,497
34711,162,633.88,13.636,-1,498
34712,162,634.52,16.667,-1,499
34712,162,635.84,15,-1,500
34711,162,637.6,18.75,-1,501
34712,162,638.16,10,-1,502
34713,162,638.8,12.5,-1,503
34712,162,642.52,13.636,-1,504
34713,162,643.6,11.538,-1,505
34712,162,643.8,21.429,-1,506
34711,162,644.28,10.714,-1,507
34713,162,644.92,18.75,-1,508
34711,162,646.76,10,-1,509
34713,162,647.72,15,-1,510
34711,162,648.76,18.75,-1,511
34712,162,649.36,25,-1,512
34712,162,653.88,12.5,-1,513
34713,162,656.08,13.636,-1,514
34711,162,656.36,13.636,-1,515
34712,162,657.12,13.636,-1,516
34713,162,657.44,9.375,-1,517
34711,162,657.64,25,-1,518
34713,162,660.32,16.667,-1,519
34711,162,662.6,13.636,-1,520
34712,162,662.92,12.5,-1,521
34713,162,663.64,11.538,-1,522
34711,162,664.04,16.667,-1,523
34712,162,664.32,15,-1,524
34713,162,664.6,15,-1,525
34711,162,665,15,-1,526
34711,162,665.56,15,-1,527
34713,162,665.76,12.5,-1,528
34712,162,666,11.538,-1,529
34712,162,667.2,15,-1,530
34711,162,667.36,15,-1,531
34711,162,668.76,16.667,-1,532
34712,162,669,13.636,-1,533
34713,162,670.76,21.429,-1,534
34713,162,672.04,15,-1,535
34712,162,673.16,15,-1,536
34713,162,675.28,13.636,-1,537
34712,162,675.52,13.636,-1,538
34711,162,676.76,15,-1,539
34713,162,678.56,15,-1,540
34712,162,678.8,12.5,-1,541
34711,162,679.96,15,-1,542
34712,162,680.88,12.5,-1,543
34713,162,681.04,37.5,-1,544
34712,162,682.08,16.667,-1,545
34713,162,682.4,18.75,-1,546
34712,162,683.08,25,-1,547
34712,162,686.04,16.667,-1,548
34711,162,686.28,15,-1,549
34713,162,687.96,21.429,-1,550
34712,162,688.68,16.667,-1,551
34712,162,689.84,16.667,-1,552
34713,162,689.96,12.5,-1,553
34712,162,691.8,16.667,-1,554
34711,162,692.32,13.636,-1,555
34713,162,693.2,15,-1,556
34712,162,693.4,16.667,-1,557
34711,162,695.44,15,-1,558
34713,162,695.72,12.5,-1,559
34712,162,697.56,13.636,-1,560
34713,162,698,16.667,-1,561
34711,162,698.76,16.667,-1,562
34713,162,699.68,21.429,-1,563
34712,162,700.16,18.75,-1,564
34711,162,701.6,16.667,-1,565
34712,162,708.8,13.636,-1,566
34713,162,709.12,15,-1,567
34712,162,713.72,13.636,-1,568
34713,162,714,10.714,-1,569
34712,162,714.76,15,-1,570
34711,162,716.96,13.636,-1,571
34712,162,717.92,16.667,-1,572
34712,162,718.76,15,-1,573
34712,162,720.68,16.667,-1,574
34713,162,721.32,12.5,-1,575
34712,162,722.12,15,-1,576
34711,162,723.04,13.636,-1,577
34712,162,723.8,13.636,-1,578
34711,162,725,13.636,-1,579
34713,162,726.08,15,-1,580
34712,162,726.96,16.667,-1,581
34713,162,727.4,15,-1,582
34712,162,728.04,25,-1,583
34711,162,728.24,11.538,-1,584
34712,162,729.36,13.636,-1,585
34711,162,730.56,15,-1,586
34713,162,731.04,11.538,-1,587
34712,162,732.4,18.75,-1,588
34711,162,733.48,8.8235,-1,589
34712,162,733.68,25,-1,590
34713,162,733.92,15,-1,591
34712,162,735.44,18.75,-1,592
34713,162,737.04,15,-1,593
34712,162,738.68,15,-1,594
34711,162,740.48,15,-1,595
34713,162,740.8,18.75,-1,596
34712,162,741.6,18.75,-1,597
34713,162,744.04,18.75,-1,598
34712,162,745.08,16.667,-1,599
34712,162,748.64,21.429,-1,600
34713,162,749.24,16.667,-1,601
34713,162,750.64,15,-1,602
34712,162,751.28,15,-1,603
34712,162,755.16,13.636,-1,604
34713,162,756.8,11.538,-1,605
34713,162,759.88,21.429,-1,606
34711,162,760.6,15,-1,607
34712,162,760.88,16.667,-1,608
34713,162,761.92,21.429,-1,609
34712,162,762.52,16.667,-1,610
34711,162,762.8,21.429,-1,611
34713,162,763.52,16.667,-1,612
34712,162,765.88,21.429,-1,613
34713,162,766.12,15,-1,614
34712,162,767.64,15,-1,615
34711,162,768.64,13.636,-1,616
34713,162,769.4,13.636,-1,617
34711,162,770.44,11.538,-1,618
34712,162,770.64,21.429,-1,619
34713,162,771.16,11.538,-1,620
34713,162,772.92,9.375,-1,621
34712,162,773.44,16.667,-1,622
34711,162,774.24,16.667,-1,623
34713,162,774.68,16.667,-1,624
34712,162,775.48,12.5,-1,625
34713,162,776.28,21.429,-1,626
34711,162,776.92,15,-1,627
34712,162,778.24,15,-1,628
34713,162,778.44,16.667,-1,629
34712,162,780.28,25,-1,630
34711,162,780.48,30,-1,631
34712,162,782.96,13.636,-1,632
34713,162,783.28,16.667,-1,633
34712,162,788.76,13.636,-1,634
34711,162,790.6,16.667,-1,635
34713,162,791.12,15,-1,636
34711,162,792.56,16.667,-1,637
34713,162,794.84,16.667,-1,638
34712,162,795.36,21.429,-1,639
34712,162,796.32,21.429,-1,640
34713,162,797.6,21.429,-1,641
34712,162,799.2,15,-1,642
34712,162,801.36,12.5,-1,643
34712,162,802.48,18.75,-1,644
34711,162,803,13.636,-1,645
34712,162,804.88,18.75,-1,646
34711,162,805.96,30,-1,647
34712,162,806.24,13.636,-1,648
34713,162,806.48,16.667,-1,649
34711,162,808.52,15,-1,650
34713,162,809.8,13.636,-1,651
34711,162,810.88,18.75,-1,652
34712,162,811.96,15,-1,653
34711,162,812.84,15,-1,654
34713,162,813.48,9.375,-1,655
34712,162,815.08,15,-1,656
34711,162,815.6,13.636,-1,657
34713,162,815.72,12.5,-1,658
34713,162,817.36,11.538,-1,659
34712,162,817.64,15,-1,660
34712,162,821.12,16.667,-1,661
34713,162,821.64,15,-1,662
34713,162,823.92,12.5,-1,663
34712,162,825.44,16.667,-1,664
34713,162,826,12.5,-1,665
34711,162,826.36,12.5,-1,666
34713,162,827.84,18.75,-1,667
34711,162,828.24,12.5,-1,668
34713,162,832.52,13.636,-1,669
34711,162,832.76,18.75,-1,670
34713,162,833.8,18.75,-1,671
34711,162,834.2,11.538,-1,672
34712,162,834.4,30,-1,673
34712,162,836.52,16.667,-1,674
34713,162,837.64,25,-1,675
34711,162,838.6,21.429,-1,676
34712,162,840.68,30,-1,677
34713,162,841.08,18.75,-1,678
34711,162,841.44,25,-1,679
34713,162,849.92,16.667,-1,680
34712,162,851.44,21.429,-1,681
34713,162,853.2,16.667,-1,682
34711,162,853.44,13.636,-1,683
34712,162,853.92,11.538,-1,684
34711,162,855.32,16.667,-1,685
34711,162,856.44,15,-1,686
34711,162,857.4,11.538,-1,687
34712,162,858.92,16.667,-1,688
34713,162,859.56,18.75,-1,689
34711,162,860.64,15,-1,690
34713,162,860.8,15,-1,691
34712,162,861.2,15,-1,692
34711,162,861.6,21.429,-1,693
34713,162,862.56,16.667,-1,694
34711,162,864.48,18.75,-1,695
34712,162,865.12,13.636,-1,696
34711,162,865.64,13.636,-1,697
34713,162,865.76,12.5,-1,698
34711,162,868.24,18.75,-1,699
34711,162,870.52,11.538,-1,700
34712,162,870.96,12.5,-1,701
34711,162,871.64,15,-1,702
34711,162,873.04,18.75,-1,703
34711,162,874.56,13.636,-1,704
34713,162,874.84,16.667,-1,705
34712,162,875.4,18.75,-1,706
34713,162,876,18.75,-1,707
34713,162,877.64,12.5,-1,708
34712,162,877.88,12.5,-1,709
34711,162,879.32,11.538,-1,710
34713,162,881.24,11.538,-1,711
34712,162,881.64,10.714,-1,712
34713,162,883.04,15,-1,713
34713,162,883.96,13.636,-1,714
34712,162,885,15,-1,715
34712,162,885.96,12.5,-1,716
34711,162,886.32,11.538,-1,717
34712,162,887.28,12.5,-1,718
34713,162,887.92,12.5,-1,719
34712,162,888.64,21.429,-1,720
34711,162,889.44,12.5,-1,721
34713,162,890.4,15,-1,722
34711,162,891.12,9.375,-1,723
34712,162,891.36,16.667,-1,724
34713,162,892.44,13.636,-1,725
34711,162,894.72,9.375,-1,726
34713,162,894.88,21.429,-1,727
34711,162,895.76,15,-1,728
34713,162,896,15,-1,729
34712,162,896.76,13.636,-1,730
34713,162,898.04,16.667,-1,731
34713,162,898.92,15,-1,732
34711,162,899.44,18.75,-1,733
34712,162,899.88,13.636,-1,734
34713,162,900.36,11.538,-1,735
34713,162,903.4,13.636,-1,736
34712,162,904.36,15,-1,737
34711,162,916.28,13.636,-1,738
34711,162,920.88,15,-1,739
34712,162,925.24,21.429,-1,740
34712,162,929.12,25,-1,741
34711,162,929.24,18.75,-1,742
34713,162,929.92,18.75,-1,743
34713,162,931.52,16.667,-1,744
34711,162,932.64,18.75,-1,745
34712,162,933.12,25,-1,746
34712,162,934.68,21.429,-1,747
34713,162,935.16,21.429,-1,748
34711,162,937.76,15,-1,749
34713,162,940.08,18.75,-1,750
34712,162,941.28,16.667,-1,751
34713,162,941.56,13.636,-1,752
34713,162,942.6,15,-1,753
34712,162,944.44,37.5,-1,754
34711,162,945.28,13.636,-1,755
34712,162,946.28,30,-1,756
34712,162,948.32,21.429,-1,757
34713,162,949.04,18.75,-1,758
34712,162,949.84,37.5,-1,759
34711,162,949.88,18.75,-1,760
34712,162,951.6,30,-1,761
34713,162,953.56,15,-1,762
34713,162,955.48,13.636,-1,763
34711,162,956,25,-1,764
34712,162,957.52,18.75,-1,765
34713,162,958.52,18.75,-1,766
34712,162,958.8,12.5,-1,767
34711,162,959.12,18.75,-1,768
34712,162,960.4,16.667,-1,769
34712,162,961.52,16.667,-1,770
34713,162,962.56,25,-1,771
34712,162,963.52,18.75,-1,772
34711,162,963.72,21.429,-1,773
34713,162,965.08,16.667,-1,774
34712,162,965.12,15,-1,775
34711,162,965.16,18.75,-1,776
34712,162,966.48,15,-1,777
34713,162,966.72,13.636,-1,778
34711,162,966.84,30,-1,779
34711,162,968.8,21.429,-1,780
34712,162,970.04,16.667,-1,781
34713,162,970.68,10,-1,782
34711,162,971.68,18.75,-1,783
34713,162,971.96,30,-1,784
34712,162,972.44,25,-1,785
34713,162,973.16,21.429,-1,786
34713,162,976.04,25,-1,787
34712,162,976.84,11.538,-1,788
34712,162,979.96,13.636,-1,789
34713,162,980.16,30,-1,790
34711,162,980.4,13.636,-1,791
34713,162,981,12.5,-1,792
34713,162,981.84,12.5,-1,793
34713,162,982.64,11.538,-1,794
34711,162,983.12,12.5,-1,795
34712,162,983.4,13.636,-1,796
34713,162,983.68,12.5,-1,797
34712,162,984.84,16.667,-1,798
34713,162,985.28,10,-1,799
34711,162,985.52,37.5,-1,800
34712,162,985.84,21.429,-1,801
34712,162,986.88,16.667,-1,802
34711,162,987.32,25,-1,803
34713,162,987.52,21.429,-1,804
