NAME,FLOW_RATE,SPEED,DENSITY,TRAVEL_TIME
det2,0.068888889,21.83691756,0.003154698,NaN
det2,0.047777778,21.90891473,0.002180746,NaN
det2,0.076666667,21.54790663,0.003557964,NaN
det2,0.056666667,22.08333333,0.002566038,NaN
det2,0.057777778,22.18215812,0.002604696,NaN
det2,0.064444444,23.23754789,0.002773289,NaN
det2,0.035555556,22.37847222,0.001588829,NaN
det2,0.054444444,22.0521542,0.002468895,NaN
det2,0.047777778,21.9121447,0.002180425,NaN
det2,0.06,20.72788066,0.002894652,NaN
det2,0.057777778,21.27403846,0.002715882,NaN
det2,0.044444444,22.50347222,0.001975004,NaN
det2,0.063333333,21.08999345,0.003003004,NaN
det2,0.061111111,22.1136364,0.002763503,NaN
det2,0.056666667,21.7456427,0.002605886,NaN
det2,0.064444444,22.82088123,0.002823924,NaN
det2,0.074444444,21.41998342,0.003475467,NaN
det2,0.086666667,23.19444447,0.003736527,NaN
det2,0.078888889,22.58802817,0.003492509,NaN
det2,0.091111111,23.01942187,0.00395801,NaN
det2,0.078888889,21.75339069,0.00362651,NaN
det2,0.092222222,20.97110661,0.004397585,NaN
det2,0.106666667,21.58950611,0.004940672,NaN
det2,0.105555556,22.07894735,0.004780824,NaN
det2,0.1,21.27417686,0.004700534,NaN
det2,0.107777778,21.73778154,0.004958085,NaN
det2,0.12,21.57664609,0.005561569,NaN
det2,0.118888889,21.07346834,0.005641638,NaN
det2,0.146666667,20.44542656,0.007173568,NaN
det2,0.104444444,21.48591405,0.004861066,NaN
det2,0.138888889,20.59111114,0.00674509,NaN
det2,0.167777778,20.29310771,0.008267722,NaN
det2,0.137777778,22.02434283,0.006255704,NaN
det2,0.146666667,20.95328283,0.006999699,NaN
det2,0.155555556,20.63690459,0.007537737,NaN
det2,0.172222222,20.31003584,0.008479661,NaN
det2,0.196666667,20.42085164,0.009630679,NaN
det2,0.191111111,20.89604864,0.009145801,NaN
det2,0.201111111,20.13965621,0.009985826,NaN
det2,0.207777778,21.2264805,0.009788612,NaN
det2,0.222222222,18.99398148,0.011699612,NaN
det2,0.238888889,19.92829471,0.011987423,NaN
det2,0.236666667,18.92496954,0.012505524,NaN
det2,0.226666667,19.49005985,0.01162986,NaN
det2,0.255555556,20.21296304,0.012643152,NaN
det2,0.233333333,19.47508816,0.011981118,NaN
det2,0.272222222,19.52532119,0.01394201,NaN
det2,0.224444444,19.76599742,0.011355078,NaN
det2,0.28,19.73030569,0.014191367,NaN
det2,0.273333333,19.48453024,0.014028223,NaN
det2,0.276666667,18.46701619,0.014981666,NaN
det2,0.294444444,19.39500348,0.015181459,NaN
det2,0.306666667,19.55464979,0.015682545,NaN
det2,0.34,18.90401836,0.017985594,NaN
det2,0.311111111,18.9707341,0.016399529,NaN
det2,0.291111111,19.15995191,0.015193729,NaN
det2,0.364444444,18.62508469,0.019567398,NaN
det2,0.338888889,19.15892534,0.017688304,NaN
det2,0.314444444,19.10940971,0.016454953,NaN
det2,0.36,17.85108027,0.020166847,NaN
det2,0.376666667,17.46353658,0.021568751,NaN
det2,0.37,16.07593708,0.023015766,NaN
det2,0.385555556,17.26931902,0.022326043,NaN
det2,0.308888889,18.04556359,0.017117165,NaN
det2,0.377777778,16.88139979,0.022378344,NaN
det2,0.326666667,18.32073575,0.017830434,NaN
det2,0.37,16.27752751,0.022730725,NaN
det2,0.401111111,14.91779524,0.026888096,NaN
det2,0.401111111,16.62614138,0.024125328,NaN
det2,0.347777778,17.50088747,0.019872008,NaN
det2,0.413333333,13.62069396,0.030345982,NaN
det2,0.357777778,16.10004025,0.022222167,NaN
det2,0.363333333,17.13869067,0.021199597,NaN
det2,0.298888889,16.49559405,0.018119316,NaN
det2,0.331111111,17.49363037,0.018927524,NaN
det2,0.4,13.70036012,0.029196313,NaN
det2,0.364444444,15.50389566,0.023506637,NaN
det2,0.343333333,17.22461945,0.019932709,NaN
det2,0.428888889,16.39872381,0.026153797,NaN
det2,0.346666667,15.1491275,0.022883606,NaN
det2,0.35,14.5501176,0.024054788,NaN
det2,0.353333333,16.61148965,0.021270418,NaN
det2,0.398888889,15.10200658,0.026412973,NaN
det2,0.354444444,17.94003249,0.01975718,NaN
det2,0.29,17.18408544,0.01687608,NaN
det2,0.383333333,15.867284,0.024158724,NaN
det2,0.355555556,17.56221066,0.02024549,NaN
det2,0.34,18.21759259,0.018663278,NaN
det2,0.35,18.12918874,0.019305883,NaN
det2,0.343333333,17.1864138,0.01997702,NaN
det2,0.402222222,13.45687542,0.029889719,NaN
det2,0.338888889,16.25197332,0.020852169,NaN
det2,0.337777778,11.94733797,0.028272221,NaN
det2,0.338888889,15.26229508,0.02220432,NaN
det2,0.345555556,15.67777185,0.022041114,NaN
det2,0.333333333,17.00895059,0.019597525,NaN
det2,0.316666667,18.01299548,0.0175799,NaN
det2,0.351111111,17.85425458,0.019665403,NaN
det2,0.342222222,18.24615204,0.018755857,NaN
det2,0.361111111,16.92037035,0.021341797,NaN
det2,0.322222222,18.4173052,0.017495623,NaN
det2,0.333333333,18.20879632,0.018306171,NaN
det2,0.285555556,18.52068025,0.0154182,NaN
det2,0.362222222,17.8296126,0.020315765,NaN
det2,0.344444444,17.55361409,0.019622423,NaN
det2,0.331111111,18.00149141,0.018393538,NaN
det2,0.28,18.12187681,0.015450938,NaN
det2,0.311111111,16.14037699,0.019275331,NaN
det2,0.306666667,18.08373591,0.016958148,NaN
det2,0.341111111,18.53374955,0.018404862,NaN
det2,0.367777778,16.63743422,0.022105438,NaN
det2,0.357777778,14.12022659,0.025337963,NaN
det2,0.37,15.54095763,0.023808057,NaN
det2,0.363333333,16.80130818,0.0216253,NaN
det2,0.363333333,15.9729301,0.022746818,NaN
det2,0.383333333,16.36473429,0.023424354,NaN
det2,0.353333333,17.44555088,0.020253492,NaN
det2,0.364444444,17.29858287,0.021067879,NaN
det2,0.381111111,16.49187452,0.023109023,NaN
det2,0.355555556,16.57146988,0.021455885,NaN
det2,0.36,16.39460449,0.021958444,NaN
det2,0.382222222,15.82673884,0.024150409,NaN
det2,0.367777778,17.516924,0.020995569,NaN
det2,0.405555556,16.61834098,0.024404094,NaN
det2,0.364444444,16.625734,0.021920503,NaN
det2,0.386666667,15.20261286,0.025434224,NaN
det2,0.408888889,14.51288246,0.028174202,NaN
det2,0.38,16.1360191,0.023549799,NaN
det2,0.297777778,18.16438641,0.016393495,NaN
det2,0.344444444,17.7625448,0.019391616,NaN
det2,0.361111111,17.75669518,0.020336617,NaN
det2,0.385555556,15.1490287,0.025450843,NaN
det2,0.306666667,17.77459073,0.017253093,NaN
det2,0.366666667,17.29685744,0.021198456,NaN
det2,0.397777778,13.2054366,0.030122274,NaN
det2,0.38,13.02293153,0.029179298,NaN
det2,0.395555556,12.9496983,0.030545542,NaN
det2,0.404444444,14.44101036,0.028006658,NaN
det2,0.358888889,17.4829435,0.020527944,NaN
det2,0.344444444,15.85080645,0.021730405,NaN
det2,0.386666667,14.54328969,0.02658729,NaN
det2,0.361111111,16.86951567,0.021406134,NaN
det2,0.385555556,17.25544349,0.022343996,NaN
det2,0.368888889,15.46477577,0.023853491,NaN
det2,0.354444444,16.03753049,0.022100937,NaN
det2,0.351111111,16.85507501,0.020831181,NaN
det2,0.353333333,17.85377359,0.019790401,NaN
det2,0.377777778,16.12690633,0.02342531,NaN
det2,0.342222222,17.88059163,0.019139312,NaN
det2,0.372222222,15.91749588,0.023384471,NaN
det2,0.364444444,17.28263323,0.021087322,NaN
det2,0.341111111,17.17140187,0.019865071,NaN
det2,0.41,14.9381461,0.027446512,NaN
det2,0.38,10.83157355,0.035082622,NaN
det2,0.333333333,17.63904319,0.018897472,NaN
det2,0.382222222,17.23393089,0.02217847,NaN
det2,0.367777778,17.40824661,0.021126641,NaN
det2,0.326666667,14.64254222,0.022309423,NaN
det2,0.334444444,15.55324846,0.021503189,NaN
det2,0.398888889,17.33970386,0.023004366,NaN
det2,0.39,10.99372167,0.035474793,NaN
det2,0.408888889,14.54823373,0.028105741,NaN
det2,0.374444444,17.03428948,0.021981806,NaN
det2,0.406666667,14.33806417,0.028362732,NaN
det2,0.401111111,15.84013026,0.025322463,NaN
det2,0.351111111,15.88915262,0.022097535,NaN
det2,0.407777778,14.91144414,0.027346632,NaN
det2,0.403333333,17.11049895,0.023572272,NaN
det2,0.361111111,13.95712253,0.025872891,NaN
det2,0.363333333,16.04994901,0.022637663,NaN
det2,0.378888889,17.13954056,0.022106129,NaN
det2,0.387777778,16.1620503,0.023993105,NaN
det2,0.398888889,16.57704011,0.024062733,NaN
det2,0.366666667,15.70889451,0.023341341,NaN
det2,0.318888889,18.48335269,0.017252762,NaN
det2,0.306666667,17.2777442,0.017749231,NaN
det2,0.317777778,18.19201635,0.01746798,NaN
det2,0.337777778,17.93844418,0.018829826,NaN
det2,0.356666667,17.83705433,0.019995828,NaN
det2,0.327777778,17.88292528,0.018329092,NaN
det2,0.298888889,17.64973156,0.016934472,NaN
det2,0.312222222,16.16861079,0.019310393,NaN
det2,0.316666667,17.18502274,0.018426898,NaN
det2,0.291111111,17.41942325,0.016711869,NaN
det2,0.271111111,17.31766088,0.015655181,NaN
det2,0.243333333,18.01306438,0.013508714,NaN
det2,0.243333333,17.81075596,0.013662156,NaN
det2,0.274444444,18.36707152,0.014942199,NaN
det2,0.276666667,17.98155588,0.015386136,NaN
det2,0.264444444,18.58990821,0.014225161,NaN
det2,0.285555556,16.63658309,0.017164315,NaN
det2,0.264444444,16.98179272,0.015572234,NaN
det2,0.288888889,17.66488606,0.01635385,NaN
det2,0.318888889,15.6458898,0.02038164,NaN
det2,0.297777778,15.87600196,0.018756471,NaN
det2,0.296666667,17.29244697,0.017155852,NaN
det2,0.298888889,17.33236955,0.017244549,NaN
det2,0.258888889,17.30488,0.014960456,NaN
det2,0.298888889,16.34534627,0.018285871,NaN
det2,0.306666667,16.91290929,0.018132106,NaN
det2,0.315555556,17.414091,0.018120702,NaN
det2,0.275555556,17.67118431,0.015593497,NaN
det2,0.343333333,16.15605897,0.021251057,NaN
det2,0.315555556,16.02895149,0.0196866,NaN
det2,0.292222222,17.06326574,0.017125809,NaN
det2,0.325555556,16.83131082,0.019342258,NaN
det2,0.326666667,16.21913583,0.020140818,NaN
det2,0.344444444,16.38620073,0.021020397,NaN
det2,0.306666667,16.69182767,0.018372264,NaN
det2,0.298888889,16.69730136,0.017900431,NaN
det2,0.295555556,17.36285158,0.017022293,NaN
det2,0.278888889,17.48118637,0.015953659,NaN
det2,0.284444444,16.63646556,0.017097649,NaN
det2,0.311111111,17.36210317,0.017918976,NaN
det2,0.277777778,17.1990741,0.01615074,NaN
det2,0.281111111,17.36330701,0.016189952,NaN
det2,0.243333333,18.26209198,0.013324505,NaN
det2,0.282222222,18.68657043,0.015102944,NaN
det2,0.253333333,17.67178362,0.014335471,NaN
det2,0.297777778,16.2083679,0.018371855,NaN
det2,0.254444444,17.43146529,0.014596848,NaN
det2,0.257777778,17.99848342,0.014322194,NaN
det2,0.233333333,18.50551147,0.012608856,NaN
det2,0.208888889,19.21394802,0.010871732,NaN
det2,0.273333333,17.75011292,0.015398963,NaN
det2,0.221111111,19.19435142,0.011519593,NaN
det2,0.186666667,20.01901449,0.009324468,NaN
det2,0.214444444,18.76655153,0.01142695,NaN
det2,0.23,19.32568438,0.01190126,NaN
det2,0.237777778,19.95132399,0.011917895,NaN
det2,0.176666667,19.60313302,0.009012165,NaN
det2,0.212222222,18.47803956,0.011485105,NaN
det2,0.188888889,19.6625817,0.009606515,NaN
det2,0.211111111,18.8528265,0.011197849,NaN
det2,0.187777778,20.08136095,0.009350849,NaN
det2,0.16,20.06847994,0.007972701,NaN
det2,0.175555556,20.48435302,0.008570227,NaN
det2,0.154444444,19.97202238,0.00773304,NaN
det2,0.157777778,20.98298122,0.007519321,NaN
det2,0.148888889,19.7108209,0.007553663,NaN
det2,0.135555556,20.37454463,0.006653182,NaN
det2,0.111111111,22.08888889,0.005030181,NaN
det2,0.136666667,21.78410117,0.006273689,NaN
det2,0.106666667,20.2734375,0.0052614,NaN
det2,0.118888889,19.10695742,0.006222283,NaN
det2,0.105555556,19.08187135,0.005531719,NaN
det2,0.094444444,20.60457516,0.004583664,NaN
det2,0.088888889,19.86631944,0.004474351,NaN
det2,0.1,19.24897117,0.005195083,NaN
det2,0.108888889,20.56453145,0.005294985,NaN
det2,0.107777778,21.78121418,0.004948199,NaN
det2,0.09,20.96536351,0.004292795,NaN
det2,0.081111111,22.25076104,0.003645319,NaN
det2,0.103333333,20.40173238,0.005064929,NaN
det2,0.084444444,21.39437135,0.00394704,NaN
det2,0.104444444,21.71099289,0.004810671,NaN
det2,0.076666667,22.09138486,0.003470433,NaN
det2,0.071111111,21.90972222,0.003245642,NaN
det2,0.098888889,20.54619226,0.004813003,NaN
det2,0.084444444,22.26973684,0.003791892,NaN
det2,0.062222222,21.6765873,0.002870481,NaN
det2,0.082222222,20.41791796,0.004026964,NaN
det2,0.068888889,21.5703405,0.003193686,NaN
det2,0.055555556,21.39722222,0.002596391,NaN
det2,0.068888889,20.88485663,0.003298509,NaN
det2,0.066666667,21.7662037,0.003062852,NaN
det2,0.07,20.27336861,0.003452806,NaN
det2,0.047777778,20.95607235,0.002279901,NaN
det2,0.051111111,21.31038647,0.002398413,NaN
det2,0.063333333,21.99317739,0.002879681,NaN
det2,0.046666667,20.8531746,0.002237869,NaN
det2,0.054444444,21.43424036,0.002540069,NaN
det2,0.056666667,20.19789394,0.002805573,NaN
det2,0.052222222,18.99231678,0.00274965,NaN
det2,0.047777778,18.86627907,0.002532443,NaN
det2,0.042222222,19.65277778,0.00214841,NaN
det2,0.043333333,19.82549858,0.002185737,NaN
det2,0.042222222,19.78435673,0.002134122,NaN
det2,0.036666667,21.43939394,0.001710247,NaN
det2,0.046666667,19.75198413,0.002362632,NaN
det2,0.045555556,21.24999995,0.002143791,NaN
det2,0.046666667,20.17195767,0.002313443,NaN
det2,0.046666667,20,0.002333333,NaN
det2,0.053333333,21.03009259,0.002536048,NaN
det2,0.043333333,21.46367521,0.002018915,NaN
det2,0.034444444,20.12992832,0.001711106,NaN
det2,0.025555556,19.60144928,0.001303758,NaN
det2,0.051111111,19.34178744,0.002642523,NaN
det2,0.045555556,19.25813008,0.002365523,NaN
det2,0.033333333,18.98611111,0.001755669,NaN
det2,0.031111111,21.40873016,0.001453197,NaN
det2,0.044444444,21.98611111,0.002021478,NaN
det2,0.044444444,21.51736111,0.002065516,NaN
det2,0.048888889,20.91224747,0.002337811,NaN
det2,0.036666667,19.92424242,0.001840304,NaN
det2,0.038888889,21.13888889,0.001839685,NaN
det2,0.051111111,21.50664251,0.002376527,NaN
det2,0.06,21.13683128,0.002838647,NaN
det2,0.043333333,20.37037037,0.002127273,NaN
det2,0.044444444,20.77083333,0.002139753,NaN
det2,0.04,20.89506173,0.001914328,NaN
det2,0.052222222,20.28171785,0.002574842,NaN
det2,0.052222222,19.68676118,0.002652657,NaN
det2,0.044444444,20.45138889,0.002173175,NaN
det2,0.062222222,20.05869712,0.003102007,NaN
det2,0.07,20.35714286,0.003438596,NaN
det2,0.058888889,21.0115304,0.002802694,NaN
det2,0.075555556,20.46977121,0.00369108,NaN
det2,0.063333333,20.55068222,0.003081812,NaN
det2,0.088888889,18.1834491,0.00488845,NaN
det2,0.077777778,19.03637574,0.004085745,NaN
det2,0.096666667,19.89037879,0.004859971,NaN
det2,0.09,20.21204863,0.00445279,NaN
det2,0.101111111,19.84584856,0.005094824,NaN
det2,0.124444444,20.55266208,0.006054906,NaN
det2,0.127777778,19.22342994,0.006646981,NaN
det2,0.112222222,19.96057934,0.005622193,NaN
det2,0.152222222,18.99128135,0.008015374,NaN
det2,0.156666667,19.3035855,0.008115936,NaN
det2,0.194444444,19.41679899,0.010014238,NaN
det2,0.137777778,18.85117973,0.007308709,NaN
det2,0.245555556,18.9649322,0.012947874,NaN
det2,0.284444444,17.73111981,0.016042103,NaN
det2,0.287777778,18.04572428,0.015947145,NaN
det2,0.313333333,18.62276731,0.016825283,NaN
det2,0.306666667,17.81535153,0.017213619,NaN
det2,0.316666667,17.3630605,0.018237952,NaN
det2,0.31,18.06833272,0.017157089,NaN
det2,0.38,16.2652967,0.023362623,NaN
det2,0.348888889,17.00032436,0.020522484,NaN
det2,0.326666667,17.81698791,0.018334562,NaN
det2,0.365555556,17.21026114,0.021240558,NaN
det2,0.336666667,17.33696981,0.019419003,NaN
det2,0.363333333,17.53157208,0.020724515,NaN
det2,0.378888889,16.11694906,0.023508723,NaN
det2,0.373333333,16.74823633,0.022290904,NaN
det2,0.375555556,16.04180362,0.023411056,NaN
det2,0.382222222,14.85492036,0.025730345,NaN
det2,0.374444444,14.35817123,0.02607884,NaN
det2,0.403333333,11.76219266,0.034290659,NaN
det2,0.355555556,8.09852433,0.043903746,NaN
det2,0.372222222,10.63916529,0.034986036,NaN
det2,0.404444444,14.37194747,0.028141241,NaN
det2,0.384444444,14.14646223,0.027176013,NaN
det2,0.367777778,8.519217879,0.043170369,NaN
det2,0.343333333,13.84693758,0.024794893,NaN
det2,0.342222222,12.00426884,0.028508377,NaN
det2,0.373333333,12.86017414,0.029030193,NaN
det2,0.331111111,17.73303509,0.018671993,NaN
det2,0.376666667,17.04209001,0.02210214,NaN
det2,0.374444444,15.8965271,0.02355511,NaN
det2,0.372222222,15.86760641,0.023457994,NaN
det2,0.361111111,14.98076925,0.024104978,NaN
det2,0.365555556,15.69050436,0.023297884,NaN
det2,0.377777778,16.20506536,0.023312327,NaN
det2,0.374444444,15.03352015,0.024907303,NaN
det2,0.388888889,12.16349208,0.031971813,NaN
det2,0.378888889,12.81362006,0.029569231,NaN
det2,0.368888889,14.95398262,0.024668271,NaN
det2,0.384444444,13.60629415,0.028254897,NaN
det2,0.37,15.06242356,0.02456444,NaN
det2,0.343333333,16.97650726,0.020224027,NaN
det2,0.368888889,15.73599957,0.023442355,NaN
det2,0.307777778,14.79392298,0.020804338,NaN
det2,0.347777778,13.9999704,0.024841322,NaN
det2,0.375555556,14.52731206,0.025851689,NaN
det2,0.348888889,16.70721281,0.020882531,NaN
det2,0.34,16.52233114,0.02057821,NaN
det2,0.33,16.72730393,0.019728224,NaN
det2,0.315555556,17.23526346,0.018308717,NaN
det2,0.331111111,17.08644049,0.019378589,NaN
det2,0.354444444,16.17874144,0.021908036,NaN
det2,0.314444444,16.17605676,0.019438881,NaN
det2,0.321111111,17.23599898,0.018630258,NaN
det2,0.368888889,15.79414882,0.023356047,NaN
det2,0.338888889,15.87583485,0.021346209,NaN
det2,0.354444444,16.28570185,0.021764149,NaN
det2,0.378888889,15.63117737,0.024239306,NaN
det2,0.345555556,17.01307013,0.020311182,NaN
det2,0.338888889,17.34289614,0.019540502,NaN
det2,0.313333333,17.21253609,0.018203787,NaN
det2,0.248888889,17.73499504,0.014033773,NaN
det2,0.328888889,17.38128753,0.01892201,NaN
det2,0.333333333,16.59398147,0.020087604,NaN
det2,0.357777778,16.55768347,0.021607961,NaN
det2,0.322222222,16.95929119,0.018999746,NaN
det2,0.302222222,17.7466299,0.017029837,NaN
det2,0.298888889,17.46420211,0.017114374,NaN
det2,0.343333333,16.5514503,0.020743399,NaN
det2,0.298888889,18.46499378,0.016186785,NaN
det2,0.28,18.35299086,0.015256369,NaN
det2,0.274444444,17.15980659,0.015993446,NaN
det2,0.307777778,17.18946385,0.017905025,NaN
det2,0.274444444,18.33108412,0.014971534,NaN
det2,0.27,18.28074989,0.014769635,NaN
det2,0.268888889,18.81695744,0.014289711,NaN
det2,0.301111111,16.6208829,0.018116433,NaN
det2,0.301111111,16.94478615,0.017770133,NaN
det2,0.333333333,17.16651231,0.01941765,NaN
det2,0.292222222,16.17518656,0.01806608,NaN
det2,0.323333333,17.55011453,0.018423432,NaN
det2,0.351111111,16.78020978,0.020924119,NaN
det2,0.33,16.22287691,0.020341645,NaN
det2,0.323333333,16.41307116,0.019699746,NaN
det2,0.337777778,16.88855385,0.020000397,NaN
det2,0.346666667,15.28133906,0.022685621,NaN
det2,0.273333333,17.83442488,0.015326165,NaN
det2,0.36,13.76528919,0.026152738,NaN
det2,0.381111111,12.63052047,0.030173825,NaN
det2,0.357777778,15.2199793,0.023507113,NaN
det2,0.406666667,14.93194699,0.027234671,NaN
det2,0.378888889,15.95497992,0.023747375,NaN
det2,0.384444444,15.53106937,0.02475325,NaN
det2,0.395555556,15.21301498,0.026001128,NaN
det2,0.4,15.39943414,0.02597498,NaN
det2,0.374444444,16.83907573,0.022236639,NaN
det2,0.34,17.06502655,0.01992379,NaN
det2,0.342222222,15.14956106,0.02258958,NaN
det2,0.331111111,16.12587001,0.020532915,NaN
det2,0.343333333,17.37474526,0.019760482,NaN
det2,0.372222222,16.62437811,0.022390144,NaN
det2,0.346666667,16.63847342,0.020835245,NaN
det2,0.355555556,17.11313653,0.020776761,NaN
det2,0.332222222,15.97237703,0.020799798,NaN
det2,0.345555556,15.74342024,0.021949205,NaN
det2,0.384444444,15.41251872,0.024943648,NaN
det2,0.345555556,16.58881151,0.02083064,NaN
det2,0.343333333,16.54410882,0.020752604,NaN
det2,0.3,17.82167355,0.016833436,NaN
det2,0.371111111,14.36016855,0.025843089,NaN
det2,0.341111111,14.63716977,0.023304445,NaN
det2,0.318888889,16.98106206,0.01877909,NaN
det2,0.29,18.01298425,0.016099498,NaN
det2,0.305555556,18.38282828,0.016621792,NaN
det2,0.313333333,18.55102443,0.016890352,NaN
det2,0.365555556,16.88492065,0.021649824,NaN
det2,0.321111111,17.31914008,0.018540823,NaN
det2,0.32,17.87663969,0.017900456,NaN
det2,0.375555556,17.29851521,0.021710277,NaN
det2,0.345555556,18.13311307,0.019056604,NaN
det2,0.385555556,17.132298,0.022504602,NaN
det2,0.377777778,17.52641612,0.021554765,NaN
det2,0.361111111,17.48219373,0.020655938,NaN
det2,0.364444444,17.53556909,0.020783155,NaN
det2,0.378888889,14.61021504,0.025933149,NaN
det2,0.404444444,13.31705332,0.030370416,NaN
det2,0.418888889,15.43913943,0.027131622,NaN
det2,0.384444444,16.85412653,0.022810108,NaN
det2,0.396666667,13.96034337,0.028413819,NaN
det2,0.351111111,15.43893578,0.022741924,NaN
det2,0.376666667,12.58753961,0.029923772,NaN
det2,0.388888889,7.24126984,0.053704516,NaN
det2,0.352222222,6.440442808,0.054689131,NaN
det2,0.411111111,8.569444413,0.047974068,NaN
det2,0.343333333,8.966498846,0.038290679,NaN
det2,0.372222222,7.901464918,0.047108002,NaN
det2,0.344444444,7.655017923,0.044995903,NaN
det2,0.353333333,6.750378522,0.052342744,NaN
det2,0.368888889,7.536674513,0.048945843,NaN
det2,0.315555556,6.078019045,0.0519175,NaN
det2,0.348888889,6.376798765,0.054712231,NaN
det2,0.366666667,7.188411919,0.051008021,NaN
det2,0.348888889,6.398177643,0.054529416,NaN
det2,0.395555556,10.30495731,0.038384978,NaN
det2,0.375555556,11.51366976,0.032618232,NaN
det2,0.326666667,6.80350844,0.048014443,NaN
det2,0.345555556,10.69116944,0.032321586,NaN
det2,0.293333333,16.26736111,0.018032017,NaN
det2,0.321111111,18.59653341,0.017267256,NaN
det2,0.354444444,14.25592124,0.024862963,NaN
det2,0.294444444,17.70387839,0.016631635,NaN
det2,0.273333333,17.33401084,0.015768614,NaN
det2,0.236666667,18.1970527,0.013005769,NaN
det2,0.282222222,16.87882767,0.016720487,NaN
det2,0.264444444,17.23914567,0.015339765,NaN
det2,0.222222222,18.27152775,0.012162214,NaN
det2,0.268888889,18.2755586,0.014713033,NaN
det2,0.278888889,16.952929,0.016450779,NaN
det2,0.287777778,17.66570142,0.016290198,NaN
det2,0.278888889,17.59019478,0.015854793,NaN
det2,0.276666667,18.27309237,0.015140659,NaN
det2,0.275555556,18.06339607,0.015254914,NaN
det2,0.306666667,17.06219807,0.017973456,NaN
det2,0.274444444,15.69388214,0.017487352,NaN
det2,0.272222222,18.02532123,0.015102212,NaN
det2,0.248888889,17.88855821,0.013913301,NaN
det2,0.288888889,16.13853276,0.017900567,NaN
det2,0.264444444,17.39145658,0.015205422,NaN
det2,0.262222222,17.58906152,0.014908255,NaN
det2,0.264444444,17.59006382,0.01503374,NaN
det2,0.302222222,17.53267974,0.017237651,NaN
det2,0.262222222,18.55461397,0.014132454,NaN
det2,0.253333333,18.13230993,0.013971377,NaN
det2,0.291111111,17.83891712,0.016318878,NaN
det2,0.244444444,18.48484848,0.013224044,NaN
det2,0.285555556,17.27950709,0.016525677,NaN
det2,0.241111111,18.31605223,0.013163924,NaN
det2,0.285555556,18.07519096,0.015798204,NaN
det2,0.264444444,19.11414566,0.013835013,NaN
det2,0.281111111,18.11923584,0.015514513,NaN
det2,0.237777778,17.26851854,0.013769437,NaN
det2,0.27,18.45145556,0.014632992,NaN
det2,0.265555556,15.11273826,0.017571637,NaN
det2,0.251111111,18.96509341,0.0132407,NaN
det2,0.236666667,18.92496957,0.012505524,NaN
det2,0.276666667,17.64390894,0.015680577,NaN
det2,0.232222222,18.86031366,0.012312744,NaN
det2,0.212222222,19.88219895,0.010673981,NaN
det2,0.195555556,19.41287879,0.010073496,NaN
det2,0.202222222,19.03769841,0.010622199,NaN
det2,0.231111111,18.45018697,0.012526221,NaN
det2,0.203333333,18.03911149,0.011271804,NaN
